,price,city,region,surface,rooms,bathrooms,etat_age,garden,parking,pool,beach_view,mountain_view,central_heating,air_conditioning,elevator
380,280000.0,tunis,jardins de carthage,67.0,2,1,bon etat,No,No,No,No,No,No,No,No
381,265000.0,tunis,aouina,132.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,No
382,185000.0,tunis,aouina,60.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
383,365000.0,tunis,aouina,136.0,5,2,bon etat,No,No,No,No,No,Yes,Yes,No
384,350000.0,tunis,aouina,118.0,3,1,new,No,Yes,No,No,No,Yes,Yes,No
385,185000.0,tunis,tunis,92.0,2,1,bon état,No,No,No,No,No,No,No,No
386,185000.0,ben arous,medina jedida,75.0,2,1,bon etat,No,No,No,No,No,Yes,No,No
387,350000.0,ben arous,megrine,97.4,2,2,bon etat,No,No,No,No,No,Yes,Yes,Yes
388,215000.0,ben arous,mornag,130.0,2,1,new,No,No,No,No,No,Yes,No,No
389,220000.0,ariana,ariana ville,145.0,5,2,newly redeveloped,No,Yes,No,No,No,Yes,No,No
390,210000.0,ben arous,mohamedia,120.0,4,2,bon etat,No,Yes,No,No,No,No,No,No
391,330000.0,tunis,aouina,102.0,3,2,bon état,No,Yes,No,No,No,Yes,No,Yes
392,300000.0,tunis,tunis belvedere,85.0,3,1,bon état,No,No,No,No,No,Yes,No,Yes
393,185000.0,ariana,ennasr 2,70.0,1,1,bon etat,No,Yes,No,No,No,Yes,No,Yes
394,210000.0,ariana,soukra,51.0,1,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
395,119998.0,tunis,tunis,80.0,2,1,bon état,No,No,No,No,No,No,No,No
396,360000.0,tunis,marsa,148.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
397,335000.0,tunis,aouina,107.0,2,1,bon état,No,Yes,No,No,No,Yes,No,Yes
398,350000.0,tunis,lac 1,125.0,3,2,bon etat,No,Yes,No,No,No,Yes,No,No
399,200000.0,tunis,tunis,105.0,4,2,new,No,No,No,No,No,Yes,Yes,No
400,440000.0,ariana,menzah 7,225.0,3,2,bon etat,Yes,Yes,No,No,No,Yes,No,No
401,200000.0,tunis,manar 2,90.0,2,2,new,No,No,No,No,No,Yes,Yes,Yes
402,420000.0,tunis,centre urbain nord,125.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
403,390000.0,tunis,aouina,143.0,4,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
404,390000.0,tunis,ain zaghouan,109.0,3,2,bon etat,No,Yes,No,No,No,No,No,No
405,680000.0,tunis,tunis,134.4,3,3,bon etat,No,Yes,No,No,No,Yes,No,No
406,210000.0,tunis,ain zaghouan,73.0,1,1,new,No,Yes,No,No,No,Yes,Yes,1
407,340000.0,tunis,kram,135.0,2,2,bon etat,No,No,No,Yes,No,Yes,Yes,Yes
408,230000.0,tunis,carthage,100.0,2,1,bon etat,No,No,No,No,No,Yes,No,No
409,130000.0,ariana,borj louzir,75.0,2,1,bon etat,No,Yes,No,No,No,Yes,No,No
410,290000.0,tunis,kram,99.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,No
411,480000.0,tunis,gammarth,190.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,No
412,270000.0,tunis,ain zaghouan,112.0,2,2,bon etat,No,No,No,No,No,Yes,Yes,No
413,235000.0,ariana,ariana essoughra,123.0,3,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
414,315000.0,tunis,kram,120.0,3,2,bon etat,No,No,No,Yes,No,Yes,No,No
417,445000.0,ben arous,ezzahra,146.0,4,1,bon etat,No,No,No,No,No,Yes,Yes,No
418,780000.0,tunis,ain zaghouan sud,228.0,4,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
419,210000.0,ben arous,rades,115.0,2,1,bon etat,Yes,Yes,No,No,No,No,No,No
420,325000.0,ben arous,ezzahra,150.0,3,1,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
421,500000.0,ben arous,ben arous,520.0,6,2,bon etat,Yes,No,No,No,No,No,No,No
422,495000.0,ariana,chotrana 1,157.0,3,2,bon etat,No,Yes,No,No,No,No,No,No
423,350000.0,ariana,chotrana 1,120.0,3,2,bon etat,No,Yes,No,No,No,No,No,No
424,190000.0,tunis,menzah 1,71.0,2,1,bon état,No,No,No,No,No,Yes,No,No
425,388893.0,ariana,chotrana 2,90.47,3,1,new,No,Yes,No,No,No,Yes,Yes,No
426,125000.0,ben arous,mourouj,100.0,2,1,bon etat,No,No,No,No,No,No,No,No
427,364000.0,ariana,ghazela,129.0,2,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
428,370000.0,tunis,kram,130.0,4,2,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
429,200000.0,ariana,menzah 7,70.0,2,1,bon etat,No,Yes,No,No,No,No,No,No
430,380000.0,tunis,ain zaghouan nord,85.0,2,1,new,No,Yes,No,No,No,No,No,Yes
431,100000.0,ben arous,borj cedria,80.0,2,1,bon etat,No,No,No,No,No,No,No,No
432,800000.0,tunis,bab souika,250.0,4,1,bon etat,No,No,No,No,No,Yes,Yes,No
433,250000.0,ben arous,mourouj 6,115.0,4,2,bon etat,No,Yes,No,No,No,Yes,No,Yes
434,320000.0,ariana,soukra,115.0,2,1,bon etat,No,Yes,No,No,No,No,No,No
435,260000.0,ben arous,medina jedida,107.0,2,2,new,No,No,Yes,No,No,No,Yes,Yes
436,230000.0,tunis,aouina,90.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
437,228000.0,tunis,aouina,70.0,1,1,new,No,No,No,No,No,Yes,Yes,Yes
438,330000.0,tunis,aouina,111.0,2,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
439,335000.0,tunis,aouina,140.0,3,1,good condition,No,Yes,No,No,No,Yes,Yes,Yes
441,800000.0,ariana,soukra,221.0,4,2,new,Yes,Yes,No,No,No,Yes,Yes,No
442,575000.0,ariana,soukra,175.0,3,3,new,No,Yes,No,No,No,Yes,Yes,No
444,250000.0,,tunis,125.0,2,1,bon etat,No,No,No,Yes,No,No,No,No
445,182000.0,manouba,manouba,102.0,3,2,bon etat,No,No,No,No,No,No,No,No
447,169000.0,tunis,aouina,51.0,2,1,bon etat,No,No,No,No,No,Yes,No,No
448,125000.0,tunis,el ouardia,73.0,2,1,well maintained,No,Yes,No,No,No,No,No,No
449,260000.0,manouba,manouba,102.0,2,2,bon état,No,Yes,No,No,No,Yes,No,No
450,670000.0,tunis,jardins de carthage,140.0,2,1,new,No,No,No,No,No,No,No,No
451,210000.0,tunis,ain zaghouan,73.0,1,1,new,No,Yes,No,No,No,Yes,Yes,Yes
452,165000.0,ariana,ariana,110.0,3,1,bon etat,No,Yes,No,No,No,No,No,No
453,143000.0,ariana,cite ennkhilet,74.0,3,1,bon etat,No,No,No,No,No,Yes,No,No
454,705000.0,ariana,ennasr 2,190.0,3,3,new,No,Yes,No,No,No,Yes,Yes,No
455,118000.0,ben arous,mourouj 5,85.0,2,1,bon état,No,No,No,No,No,Yes,No,No
456,130000.0,ben arous,boumhel,78.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,No
457,422000.0,tunis,aouina,130.0,3,2,new,No,Yes,No,No,No,Yes,No,Yes
458,188000.0,tunis,aouina,77.0,1,1,bon état,No,Yes,No,No,No,Yes,No,Yes
459,420000.0,tunis,jardins de carthage,36.0,2,1,new,No,Yes,No,No,No,Yes,Yes,No
460,295002.0,tunis,aouina,127.0,2,2,bon etat,No,Yes,No,No,No,No,Yes,Yes
461,325000.0,ben arous,ezzahra,126.0,3,1,bon etat,No,No,No,No,No,Yes,Yes,No
464,285000.0,ariana,chotrana 1,122.0,2,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
465,420000.0,tunis,manar 2,155.0,4,2,renovated,No,No,No,No,No,No,No,Yes
466,315000.0,manouba,manouba ville,117.0,3,1,newly built,No,Yes,No,No,No,Yes,Yes,Yes
467,164000.0,manouba,manouba,90.0,3,1,bon état,Yes,No,No,No,No,No,Yes,No
468,370000.0,ariana,ennasr,128.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
469,295000.0,ariana,raoued,130.0,3,2,new,No,No,No,No,No,Yes,Yes,Yes
470,580000.0,ariana,ariana ville,130.0,3,1,bon etat,No,No,No,No,No,No,No,No
471,270000.0,tunis,menzah 9,76.0,2,1,new,No,No,No,No,No,Yes,Yes,No
472,409000.0,tunis,menzah 9,118.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,No
473,275000.0,ariana,ennasr 2,137.0,3,1,bon etat,No,Yes,No,No,No,No,No,No
474,490000.0,tunis,menzah 9,213.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
475,215000.0,tunis,aouina,87.0,2,1,new,No,No,No,No,No,Yes,Yes,No
476,330000.0,tunis,ain zaghouan,140.0,3,1,bon etat,No,Yes,No,No,No,No,Yes,No
477,205000.0,tunis,aouina,65.0,1,1,new,No,Yes,No,No,No,Yes,Yes,No
478,195000.0,tunis,aouina,67.0,1,1,bon état,No,No,No,No,No,Yes,Yes,No
479,285000.0,tunis,aouina,150.0,3,2,bon état,No,Yes,No,No,No,Yes,Yes,No
480,460000.0,tunis,menzah 9,138.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,No
481,255000.0,ariana,jardins menzah 1,110.0,2,1,new,No,Yes,No,No,No,No,No,No
482,539000.0,tunis,jardins de carthage,132.0,2,1,modern,Yes,Yes,No,No,No,Yes,Yes,No
483,365000.0,tunis,aouina,143.0,4,1,bon etat,No,Yes,No,No,No,No,No,No
484,297000.0,ariana,soukra,67.0,1,1,new,No,Yes,No,No,No,Yes,Yes,No
485,330000.0,tunis,ain zaghouan sud,130.0,2,1,bon etat,No,No,No,No,No,No,No,No
486,120000.0,ariana,raoued,70.0,3,1,bon etat,No,Yes,No,No,No,No,Yes,No
487,299000.0,ariana,menzah 7,115.0,2,1,new,No,Yes,No,No,No,Yes,Yes,Yes
488,155000.0,tunis,bab souika,73.0,3,1,old,No,No,No,No,No,No,No,No
489,270000.0,ariana,ennasr 2,78.0,3,1,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
490,178000.0,ariana,jardins menzah 2,53.0,2,1,bon etat,No,Yes,No,No,No,Yes,No,No
491,120000.0,ariana,raoued,76.0,3,1,bon etat,No,Yes,No,No,No,Yes,No,No
492,400000.0,tunis,manar 2,150.0,4,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
493,225000.0,tunis,aouina,90.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,No
494,330000.0,tunis,aouina,142.0,3,1,bon etat,No,Yes,No,No,No,No,No,No
495,315000.0,tunis,aouina,107.0,2,2,new,No,Yes,No,No,No,No,No,No
496,630000.0,ariana,jardins menzah 2,261.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,No
497,260000.0,tunis,manar 2,95.0,4,2,bon etat,No,No,No,No,No,Yes,No,No
498,270000.0,tunis,ain zaghouan nord,104.0,2,1,new,No,No,No,No,No,Yes,Yes,No
499,175000.0,tunis,ksar said,90.0,2,1,excellent condition,Yes,Yes,No,No,No,Yes,No,No
500,140000.0,manouba,manouba,94.0,3,2,bon etat,No,No,No,No,No,No,No,No
501,154000.0,ben arous,medina jedida,54.0,1,1,new,No,No,No,No,No,Yes,No,No
503,78000.0,tunis,ksar said,70.0,2,2,bon etat,No,No,No,No,No,No,No,No
504,110000.0,tunis,tunis,90.0,3,1,bon etat,No,No,No,No,No,No,No,No
505,99000.0,tunis,ksar said,100.0,4,2,bon etat,No,No,No,No,No,No,No,No
506,550000.0,ben arous,rades,220.0,6,2,bon etat,Yes,Yes,No,No,No,No,No,No
507,295896.0,tunis,jardins de carthage,51.49,2,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
508,500181.0,tunis,jardins de carthage,92.81,3,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
510,140000.0,manouba,denden,98.0,2,1,bon etat,No,No,No,No,No,Yes,No,No
511,160000.0,tunis,el ouardia,111.0,3,1,bon etat,No,No,No,No,No,No,No,No
512,850000.0,tunis,lac 2,210.0,3,3,bon etat,No,Yes,No,No,No,No,No,No
513,795000.0,tunis,lac 2,180.0,3,2,bon etat,No,Yes,No,No,No,No,No,No
514,360000.0,ben arous,ezzahra,156.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
515,329000.0,tunis,aouina,115.0,2,1,bon etat,No,Yes,No,No,No,Yes,No,Yes
516,590000.0,ariana,soukra,169.0,4,2,bon etat,No,Yes,No,No,No,No,No,No
518,110000.0,ben arous,ezzahra,50.0,2,1,bon etat,No,No,No,No,No,No,No,No
520,150000.0,ariana,ghazela,120.0,2,1,new,No,No,No,No,No,Yes,Yes,No
521,265000.0,ariana,ennasr 2,115.0,2,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
522,269000.0,tunis,aouina,87.0,3,1,bon etat,No,No,No,No,No,Yes,Yes,No
523,215000.0,tunis,aouina,90.0,2,1,bon etat,No,No,No,No,No,No,No,No
524,265000.0,ariana,soukra,70.0,1,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
525,545000.0,ariana,soukra,147.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
526,160000.0,tunis,lafayette,100.0,3,1,bon état,No,No,No,No,No,No,No,No
527,230000.0,tunis,bardo,74.0,2,1,bon etat,No,Yes,No,No,No,No,No,No
528,370000.0,tunis,lac 1,106.0,2,2,bon etat,No,No,No,No,No,No,No,No
529,300000.0,tunis,aouina,124.0,4,2,bon etat,No,Yes,No,No,No,No,No,No
530,125000.0,ariana,ariana essoughra,85.0,2,1,bon etat,No,No,No,No,No,No,No,No
531,713600.0,ariana,ennasr 2,223.0,5,3,bon état,No,No,No,No,No,Yes,Yes,No
532,280000.0,ariana,jardins menzah 1,104.0,3,1,bon etat,No,Yes,No,No,No,No,No,Yes
533,250000.0,tunis,aouina,80.0,2,1,new,No,No,No,No,No,Yes,Yes,Yes
534,300000.0,tunis,manar 2,190.0,4,2,bon etat,No,No,No,No,No,No,No,No
535,110000.0,ben arous,mourouj 5,74.0,2,1,bon etat,No,Yes,No,No,No,No,No,No
536,415000.0,ariana,riadh andalous,154.0,3,2,new,No,No,No,No,No,No,No,No
537,230000.0,ariana,chotrana 1,44.0,1,1,new,No,No,No,No,No,No,No,No
538,625000.0,ariana,chotrana 1,140.0,4,2,new,Yes,Yes,No,No,No,No,No,No
539,386000.0,ariana,dar fadhal,133.0,3,2,new,No,No,No,No,No,No,No,No
540,550000.0,tunis,la goulette,144.0,3,2,new,No,Yes,No,No,No,Yes,Yes,No
541,350000.0,ariana,soukra,150.0,3,1,bon etat,No,Yes,No,No,No,Yes,No,No
542,195000.0,ben arous,ezzahra,70.0,2,1,new,No,Yes,No,No,No,No,No,No
543,320000.0,tunis,aouina,124.0,3,2,bon etat,No,Yes,No,No,No,Yes,No,No
544,250000.0,ben arous,mourouj 5,71.0,3,1,bon etat,No,Yes,No,No,No,Yes,No,No
545,550000.0,ben arous,hammam lif,350.0,5,3,bon etat,Yes,Yes,No,No,No,Yes,Yes,No
546,1200000.0,ben arous,ezzahra,508.0,7,2,bon etat,Yes,Yes,No,No,No,No,No,No
547,125000.0,tunis,bardo,50.0,2,1,bon etat,No,No,No,No,No,Yes,No,No
548,315000.0,ariana,ennasr 2,115.0,3,2,bon etat,No,No,No,No,No,Yes,Yes,Yes
549,350000.0,ariana,ennasr 2,135.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
550,335000.0,ariana,soukra,123.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
551,175000.0,ariana,ennasr,70.0,2,1,bon etat,No,Yes,No,No,No,No,No,Yes
552,230000.0,tunis,la goulette,54.0,1,1,bon etat,No,No,No,Yes,No,No,No,Yes
553,499000.0,ariana,soukra,167.0,4,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
554,135000.0,ben arous,mourouj 6,64.0,2,1,bon etat,No,Yes,No,No,No,Yes,Yes,No
555,148000.0,manouba,manouba,60.0,1,1,bon etat,No,No,No,No,No,No,No,No
556,300000.0,ariana,jardins menzah 2,129.3,3,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
557,160000.0,ariana,soukra,52.0,1,1,bon etat,No,Yes,No,No,No,Yes,No,Yes
558,170000.0,ariana,ennasr 2,54.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,Yes
559,260000.0,ariana,ennasr 2,78.0,3,1,bon etat,No,Yes,No,No,No,Yes,Yes,Yes
560,170000.0,tunis,manar 2,75.0,2,2,bon etat,No,Yes,No,No,No,Yes,No,No
561,295000.0,tunis,manar 2,135.0,4,2,bon etat,No,No,No,No,No,Yes,No,No
562,275000.0,ariana,jardins el menzah,102.0,2,1,new,No,Yes,No,No,No,Yes,Yes,No
563,109997.0,ben arous,ezzahra,50.0,2,1,bon etat,No,No,No,No,No,No,No,No
564,245000.0,ariana,ghazela,110.0,4,2,bon etat,No,No,No,No,No,Yes,No,No
565,450000.0,tunis,gammarth,138.0,2,2,bon etat,No,No,No,No,No,Yes,Yes,No
566,537503.0,ariana,chotrana 2,139.6,3,2,bon état,No,Yes,No,No,No,Yes,Yes,No
567,641737.0,ariana,chotrana 2,141.2,3,2,new,Yes,Yes,No,No,No,Yes,Yes,No
568,482160.0,ariana,chotrana 2,115.19,2,1,bon état,No,Yes,No,No,No,Yes,No,No
569,457043.0,ben arous,boumhel,113.73,2,1,new,No,Yes,No,No,No,Yes,No,No
570,515665.0,ben arous,boumhel,138.35,3,2,new,No,No,No,No,No,Yes,Yes,No
571,473000.0,ariana,ghazela,154.0,3,2,new,Yes,Yes,No,No,No,Yes,Yes,No
572,227000.0,ariana,soukra,81.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,No
573,360000.0,ariana,soukra,170.0,2,1,bon etat,Yes,No,No,No,No,Yes,Yes,No
574,339300.0,ariana,soukra,117.0,2,1,new,No,No,No,No,No,No,No,No
575,380000.0,ariana,soukra,115.0,2,1,bon etat,No,No,No,No,No,Yes,Yes,No
576,380000.0,ariana,ennasr 2,145.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
577,550000.0,ariana,ennasr,176.0,3,3,new,No,Yes,No,No,No,Yes,Yes,No
578,310000.0,ariana,ennasr 2,119.0,3,2,bon etat,No,Yes,No,No,No,Yes,Yes,No
