Locality,Surface,Price,rooms,bathrooms
Ariana Ville,100.0,200000.0,3.0,2
Ariana Ville,134.0,225000.0,3.0,2
Ain Zaghouan,78.0,350000.0,2.0,1
El Mourouj,50.0,90000.0,1.0,1
La Marsa,130.0,256000.0,3.0,2
Ariana Ville,150.0,345000.0,3.0,3
Ariana Ville,79.0,310000.0,2.0,1
Ariana Ville,121.0,270000.0,2.0,2
Ariana Ville,86.0,200000.0,2.0,1
La Marsa,66.0,210000.0,1.0,1
El Menzah,85.0,247000.0,2.0,1
El Menzah,135.0,330000.0,3.0,2
Ain Zaghouan,187.0,350000.0,3.0,3
Ain Zaghouan,124.0,477400.0,2.0,2
Ariana Ville,105.0,189000.0,2.0,2
La Marsa,154.0,345000.0,3.0,3
Ain Zaghouan,150.0,397000.0,2.0,2
Ariana Ville,73.0,170000.0,2.0,1
Ain Zaghouan,85.0,185000.0,2.0,1
El Ouerdia,130.0,190000.0,3.0,2
La Soukra,115.0,165000.0,3.0,2
La Soukra,75.0,250000.0,2.0,1
El Mourouj,60.0,85000.0,1.0,1
Cite El Khadra,180.0,980000.0,4.0,3
Ain Zaghouan,165.0,665000.0,3.0,3
El Menzah,106.0,240000.0,3.0,2
El Ouerdia,85.0,350000.0,2.0,1
La Marsa,52.0,167000.0,1.0,1
La Soukra,179.0,420000.0,4.0,3
Ain Zaghouan,73.0,190000.0,2.0,1
Bab Bhar,95.0,240000.0,2.0,1
Carthage,75.0,195000.0,2.0,1
La Goulette,163.0,410000.0,3.0,3
La Marsa,120.0,359000.0,3.0,2
Ain Zaghouan,172.0,688000.0,3.0,3
Ariana Ville,111.0,170000.0,3.0,2
El Menzah,30.0,145000.0,1.0,1
Bab Bhar,140.0,240000.0,3.0,2
Ariana Ville,100.0,270000.0,3.0,2
Ain Zaghouan,137.0,500000.0,3.0,2
Raoued,65.0,110000.0,1.0,1
Ettahrir,120.0,190000.0,3.0,2
Ain Zaghouan,67.0,330000.0,1.0,1
El Omrane Superieur,110.0,125000.0,3.0,2
La Marsa,154.0,324000.0,3.0,3
La Goulette,140.0,630000.0,3.0,2
La Marsa,138.0,290000.0,3.0,2
La Soukra,115.0,380000.0,2.0,2
La Marsa,140.0,320000.0,3.0,2
Ain Zaghouan,131.0,488000.0,2.0,2
Ariana Ville,180.0,405000.0,4.0,3
El Mourouj,82.0,135000.0,2.0,1
Ariana Ville,110.0,300000.0,3.0,2
Ariana Ville,124.0,240000.0,3.0,2
Ain Zaghouan,42.0,250000.0,1.0,1
Mnihla,140.0,360000.0,3.0,2
La Marsa,146.0,300000.0,3.0,2
Megrine,116.0,200000.0,2.0,2
Ariana Ville,46.0,170000.0,1.0,1
El Menzah,145.0,430000.0,3.0,2
Ain Zaghouan,49.0,220000.0,1.0,1
Raoued,70.0,120000.0,2.0,1
Mannouba,96.0,170000.0,2.0,1
Rades,70.0,140000.0,2.0,1
Cite El Khadra,82.0,185000.0,2.0,1
Ain Zaghouan,93.0,240000.0,2.0,1
La Soukra,90.0,110000.0,2.0,1
El Menzah,60.0,165000.0,1.0,1
El Omrane Superieur,112.0,142000.0,2.0,2
Ariana Ville,114.0,310000.0,3.0,2
Mannouba,124.0,180000.0,3.0,2
La Soukra,75.0,280000.0,2.0,1
Raoued,97.0,178000.0,2.0,1
Ain Zaghouan,90.0,255000.0,2.0,1
Bab Bhar,55.0,75000.0,1.0,1
El Mourouj,75.0,135000.0,2.0,1
Ariana Ville,70.0,180000.0,2.0,1
Bab Bhar,70.0,235000.0,2.0,1
El Mourouj,155.0,340000.0,3.0,3
Ain Zaghouan,60.0,180000.0,1.0,1
El Mourouj,77.0,165000.0,2.0,1
Bab Bhar,75.0,135000.0,2.0,1
Ariana Ville,98.0,105000.0,2.0,1
La Marsa,70.0,267000.0,2.0,1
El Mourouj,73.0,110000.0,2.0,1
La Marsa,125.0,330000.0,3.0,2
El Mourouj,124.0,235000.0,3.0,2
La Marsa,161.0,495000.0,3.0,3
El Menzah,80.0,280000.0,2.0,1
Ariana Ville,200.0,520000.0,4.0,3
La Soukra,165.0,520000.0,3.0,3
La Marsa,154.0,345000.0,3.0,3
La Marsa,153.0,280000.0,3.0,3
Ariana Ville,126.0,232000.0,3.0,2
Hammam Lif,127.0,230000.0,3.0,2
Bab Souika,112.0,240000.0,3.0,2
Nouvelle Medina,120.0,210000.0,3.0,2
Ariana Ville,105.0,388000.0,2.0,2
Ariana Ville,110.0,300000.0,3.0,2
Ain Zaghouan,113.0,360000.0,2.0,2
Ariana Ville,85.0,270000.0,2.0,1
La Soukra,130.0,439000.0,3.0,2
La Soukra,120.0,340000.0,3.0,2
Cite El Khadra,96.0,200000.0,2.0,1
Nouvelle Medina,134.0,220000.0,3.0,2
El Menzah,100.0,220000.0,3.0,2
Bab Bhar,40.0,93000.0,1.0,1
El Menzah,60.0,165000.0,1.0,1
Le Bardo,70.0,65000.0,2.0,1
Raoued,73.0,145000.0,2.0,1
Ain Zaghouan,161.0,530000.0,3.0,3
La Marsa,135.0,450000.0,3.0,2
Ariana Ville,197.0,559000.0,4.0,3
El Mourouj,107.0,220000.0,2.0,2
Ariana Ville,130.0,390000.0,3.0,2
Bab Bhar,134.0,260000.0,3.0,2
Ariana Ville,80.0,265000.0,2.0,1
El Mourouj,90.0,125000.0,2.0,1
Ain Zaghouan,92.0,240000.0,2.0,1
Ain Zaghouan,150.0,460000.0,2.0,2
Le Bardo,70.0,165000.0,2.0,1
El Mourouj,93.0,250000.0,2.0,1
Mannouba,80.0,208000.0,2.0,1
Ain Zaghouan,90.0,230000.0,2.0,1
Ariana Ville,84.0,200000.0,2.0,1
La Marsa,47.0,167000.0,1.0,1
La Marsa,120.0,370000.0,2.0,2
La Soukra,129.0,365000.0,3.0,2
La Marsa,150.0,350000.0,3.0,3
La Soukra,69.0,210000.0,1.0,1
Cite El Khadra,100.0,230000.0,3.0,2
El Mourouj,85.0,118000.0,2.0,1
El Menzah,100.0,220000.0,3.0,2
El Mourouj,107.0,158000.0,3.0,2
Nouvelle Medina,115.0,210000.0,2.0,2
Ain Zaghouan,160.0,570000.0,3.0,3
La Soukra,157.0,530000.0,3.0,3
Bab Souika,112.0,240000.0,3.0,2
Ariana Ville,55.0,185000.0,1.0,1
La Soukra,131.0,330000.0,3.0,2
Ariana Ville,58.0,185000.0,1.0,1
La Marsa,121.0,300000.0,2.0,2
La Soukra,130.0,410000.0,3.0,2
Ain Zaghouan,49.0,195000.0,1.0,1
La Marsa,183.0,775000.0,4.0,3
Ariana Ville,94.0,310000.0,2.0,1
La Soukra,180.0,400000.0,4.0,3
Ain Zaghouan,150.0,450000.0,3.0,3
La Soukra,90.0,250000.0,2.0,1
La Soukra,120.0,500000.0,3.0,2
La Marsa,130.0,365000.0,2.0,2
El Mourouj,115.0,215000.0,3.0,2
La Soukra,95.0,128000.0,2.0,1
El Mourouj,110.0,275000.0,3.0,2
Ben Arous,126.0,291000.0,2.0,2
Ariana Ville,46.0,170000.0,1.0,1
El Menzah,136.0,340000.0,3.0,2
Ariana Ville,158.0,360000.0,3.0,3
Mnihla,167.0,380000.0,3.0,3
El Mourouj,90.0,148000.0,2.0,1
Ain Zaghouan,172.0,840000.0,3.0,3
La Marsa,130.0,270000.0,3.0,2
El Menzah,103.0,280000.0,3.0,2
Rades,86.0,150000.0,2.0,1
La Soukra,170.0,570000.0,3.0,3
Bab Bhar,26.0,90000.0,1.0,1
La Marsa,190.0,1300000.0,4.0,3
La Marsa,120.0,500000.0,3.0,2
Hammam Lif,120.0,180000.0,3.0,2
El Mourouj,100.0,220000.0,3.0,2
La Marsa,75.0,22000.0,2.0,1
Ariana Ville,52.0,165000.0,1.0,1
Raoued,125.0,285000.0,3.0,2
El Mourouj,64.0,85000.0,1.0,1
Ariana Ville,196.0,550000.0,4.0,3
El Mourouj,100.0,146000.0,3.0,2
Cite El Khadra,90.0,235000.0,2.0,1
Ariana Ville,100.0,265000.0,3.0,2
La Marsa,102.0,260000.0,3.0,2
El Kram,80.0,370000.0,2.0,1
Bab Bhar,100.0,140000.0,3.0,2
Ain Zaghouan,133.0,550000.0,2.0,2
El Menzah,190.0,470000.0,4.0,3
Bab Bhar,178.0,530000.0,4.0,3
Ariana Ville,65.0,140000.0,1.0,1
La Soukra,186.0,450000.0,4.0,3
Ain Zaghouan,120.0,230000.0,3.0,2
Le Bardo,80.0,140000.0,2.0,1
Ariana Ville,134.0,260000.0,3.0,2
El Menzah,140.0,320000.0,3.0,2
El Mourouj,85.0,116000.0,2.0,1
Bab Bhar,70.0,130000.0,2.0,1
Cite El Khadra,77.0,200000.0,2.0,1
Rades,100.0,165000.0,3.0,2
La Marsa,154.0,345000.0,3.0,3
Ariana Ville,130.0,235000.0,3.0,2
La Marsa,56.0,167000.0,1.0,1
El Mourouj,90.0,120000.0,2.0,1
La Marsa,52.0,175000.0,1.0,1
La Medina,102.0,140000.0,3.0,2
El Mourouj,80.0,120000.0,2.0,1
El Menzah,63.0,165000.0,1.0,1
El Mourouj,107.0,167000.0,3.0,2
El Mourouj,100.0,145000.0,3.0,2
Hammam Lif,94.0,140000.0,2.0,1
Le Bardo,90.0,220000.0,2.0,1
Bou Mhel El Bassatine,50.0,105000.0,1.0,1
Ain Zaghouan,55.0,167000.0,1.0,1
La Marsa,179.0,398000.0,4.0,3
La Marsa,182.0,436000.0,3.0,3
El Kram,165.0,815000.0,1.0,1
La Soukra,150.0,320000.0,3.0,3
Ariana Ville,135.0,365000.0,3.0,2
Bab Souika,45.0,78000.0,1.0,1
La Soukra,95.0,170000.0,2.0,1
Bab Bhar,61.0,65000.0,1.0,1
Bab Bhar,150.0,230000.0,3.0,3
Ain Zaghouan,124.0,600000.0,2.0,2
La Soukra,120.0,540000.0,3.0,2
El Ouerdia,108.0,165000.0,3.0,2
Ain Zaghouan,118.0,410000.0,2.0,2
La Soukra,155.0,476000.0,3.0,3
La Marsa,150.0,155000.0,3.0,3
Ariana Ville,76.0,190000.0,2.0,1
Ain Zaghouan,153.0,550000.0,3.0,3
El Mourouj,110.0,130000.0,3.0,2
La Soukra,140.0,370000.0,3.0,2
Bab Bhar,140.0,320000.0,3.0,2
La Marsa,153.0,367920.0,3.0,3
La Marsa,118.0,291000.0,2.0,2
La Marsa,130.0,290000.0,3.0,2
La Soukra,113.0,175000.0,3.0,2
Ariana Ville,137.0,423000.0,3.0,2
El Mourouj,65.0,145000.0,1.0,1
Nouvelle Medina,130.0,240000.0,3.0,2
Ariana Ville,182.0,560000.0,4.0,3
Ben Arous,70.0,149000.0,2.0,1
Sidi El Bechir,70.0,119000.0,2.0,1
La Marsa,118.0,291000.0,2.0,2
Ariana Ville,80.0,160000.0,2.0,1
La Marsa,132.0,315000.0,3.0,2
La Marsa,60.0,220000.0,1.0,1
Ariana Ville,42.0,170000.0,1.0,1
Ain Zaghouan,27.0,100000.0,1.0,1
La Marsa,58.0,172000.0,1.0,1
El Kabbaria,80.0,120000.0,2.0,1
El Mourouj,130.0,200000.0,3.0,2
Ariana Ville,150.0,350000.0,3.0,3
Bab Bhar,60.0,120000.0,1.0,1
Cite El Khadra,75.0,150000.0,2.0,1
Ain Zaghouan,110.0,499000.0,2.0,2
Ariana Ville,90.0,180000.0,2.0,1
Rades,100.0,180000.0,3.0,2
La Soukra,120.0,365000.0,2.0,2
Ariana Ville,155.0,450000.0,3.0,3
La Marsa,161.0,485000.0,3.0,3
La Medina,160.0,165000.0,3.0,3
La Marsa,117.0,435000.0,2.0,2
El Mourouj,65.0,115000.0,1.0,1
El Menzah,95.0,240000.0,2.0,1
El Mourouj,90.0,160000.0,2.0,1
La Medina,80.0,85000.0,2.0,1
Ben Arous,110.0,237000.0,2.0,2
Ain Zaghouan,92.0,240000.0,2.0,1
La Marsa,69.0,469000.0,1.0,1
Ain Zaghouan,130.0,259000.0,3.0,2
Ariana Ville,100.0,190000.0,3.0,2
La Marsa,50.0,180000.0,1.0,1
Ariana Ville,140.0,392000.0,1.0,1
Bab Bhar,100.0,250000.0,2.0,1
La Soukra,110.0,460000.0,2.0,2
Ariana Ville,130.0,230000.0,3.0,2
El Mourouj,116.0,278000.0,2.0,2
Ben Arous,60.0,85000.0,1.0,1
Ariana Ville,95.0,235000.0,2.0,1
Ain Zaghouan,49.0,220000.0,1.0,1
Ariana Ville,45.0,145000.0,1.0,1
Carthage,157.0,350000.0,3.0,3
Hammam Chatt,100.0,195000.0,2.0,1
Carthage,120.0,320000.0,3.0,2
Nouvelle Medina,100.0,240000.0,3.0,2
La Medina,93.0,190000.0,2.0,1
Carthage,135.0,300000.0,3.0,2
La Soukra,96.0,190000.0,2.0,1
La Marsa,60.0,198000.0,1.0,1
Ariana Ville,70.0,220000.0,2.0,1
El Mourouj,82.0,120000.0,2.0,1
Raoued,110.0,220000.0,2.0,2
El Menzah,160.0,420000.0,3.0,3
El Menzah,180.0,450000.0,4.0,3
La Marsa,110.0,260000.0,3.0,2
El Omrane Superieur,100.0,160000.0,3.0,2
El Menzah,120.0,240000.0,3.0,2
La Marsa,200.0,780000.0,4.0,3
Ariana Ville,125.0,385000.0,3.0,2
El Omrane Superieur,110.0,160000.0,3.0,2
La Marsa,70.0,180000.0,2.0,1
Raoued,88.0,170000.0,2.0,1
Bab Bhar,40.0,70000.0,1.0,1
La Soukra,110.0,255000.0,3.0,2
El Menzah,150.0,245000.0,3.0,3
El Mourouj,80.0,112000.0,2.0,1
La Marsa,110.0,370000.0,3.0,2
Ariana Ville,168.0,400000.0,3.0,3
Ariana Ville,105.0,129000.0,3.0,2
Ariana Ville,26.0,150000.0,1.0,1
Mannouba,87.0,145000.0,2.0,1
La Soukra,161.0,435000.0,3.0,3
Ariana Ville,170.0,330000.0,4.0,3
Mnihla,53.0,248000.0,1.0,1
Ain Zaghouan,59.0,250000.0,1.0,1
Fouchana,80.0,130000.0,2.0,1
Bou Mhel El Bassatine,51.0,140000.0,1.0,1
Ain Zaghouan,192.0,550000.0,2.0,2
Ariana Ville,100.0,235000.0,3.0,2
El Mourouj,108.0,205000.0,3.0,2
La Soukra,59.0,250000.0,1.0,1
Ain Zaghouan,150.0,550000.0,3.0,3
Ariana Ville,62.0,179000.0,1.0,1
Ariana Ville,56.0,145000.0,1.0,1
Bab Bhar,104.0,440000.0,3.0,2
Ariana Ville,89.0,270000.0,2.0,1
Ain Zaghouan,122.0,520000.0,3.0,2
La Soukra,152.0,428000.0,3.0,3
Ettadhamen,90.0,85000.0,2.0,1
La Marsa,135.0,350000.0,3.0,2
Bab Bhar,80.0,125000.0,2.0,1
Bab Bhar,65.0,160000.0,1.0,1
Ariana Ville,100.0,280000.0,3.0,2
Ain Zaghouan,146.0,411000.0,3.0,2
La Marsa,95.0,220000.0,2.0,1
Ariana Ville,125.0,380000.0,3.0,2
Ariana Ville,40.0,160000.0,1.0,1
La Marsa,75.0,175000.0,2.0,1
La Marsa,159.0,330000.0,3.0,3
Bab Bhar,110.0,135000.0,3.0,2
Mannouba,90.0,15000.0,2.0,1
La Soukra,69.0,185000.0,1.0,1
Hammam Chatt,112.0,180000.0,3.0,2
El Mourouj,110.0,220000.0,3.0,2
Ezzahra,93.0,200000.0,2.0,1
Ariana Ville,120.0,170000.0,2.0,2
La Soukra,130.0,375000.0,3.0,2
El Omrane Superieur,120.0,300000.0,3.0,2
Mnihla,125.0,360000.0,3.0,2
Bab Bhar,40.0,105000.0,1.0,1
Ariana Ville,132.0,330000.0,3.0,2
Ben Arous,90.0,147000.0,2.0,1
Ain Zaghouan,129.0,350000.0,3.0,2
Ariana Ville,136.0,503000.0,3.0,2
Ariana Ville,145.0,350000.0,3.0,2
Mannouba,90.0,185000.0,2.0,1
La Marsa,52.0,175000.0,1.0,1
Ariana Ville,164.0,360000.0,3.0,3
La Marsa,68.0,180000.0,1.0,1
Ariana Ville,180.0,395000.0,4.0,3
La Marsa,118.0,291000.0,2.0,2
El Mourouj,80.0,120000.0,2.0,1
Raoued,144.0,230000.0,3.0,2
Ben Arous,75.0,115000.0,2.0,1
Bab Bhar,50.0,145000.0,1.0,1
Ariana Ville,87.0,305000.0,2.0,1
Ain Zaghouan,126.0,345000.0,2.0,2
Ain Zaghouan,59.0,250000.0,1.0,1
Raoued,159.0,396000.0,3.0,3
El Menzah,48.0,130000.0,1.0,1
Ariana Ville,125.0,330000.0,3.0,2
La Marsa,60.0,190000.0,1.0,1
Ariana Ville,62.0,180000.0,1.0,1
Ariana Ville,70.0,180000.0,2.0,1
Ain Zaghouan,60.0,185000.0,1.0,1
La Marsa,60.0,198000.0,1.0,1
Ariana Ville,200.0,500000.0,4.0,3
Ain Zaghouan,130.0,360000.0,2.0,2
La Soukra,175.0,460000.0,4.0,3
Raoued,140.0,200000.0,3.0,2
Ain Zaghouan,136.0,569000.0,2.0,2
La Medina,69.0,160000.0,1.0,1
Ezzahra,110.0,178000.0,3.0,2
Ain Zaghouan,102.0,234000.0,2.0,2
El Mourouj,109.0,162000.0,3.0,2
La Goulette,158.0,632000.0,3.0,3
La Marsa,165.0,890000.0,3.0,3
La Soukra,136.0,250000.0,3.0,2
La Marsa,150.0,398000.0,3.0,3
Ariana Ville,46.0,170000.0,1.0,1
Mannouba,87.0,180000.0,2.0,1
Hammam Chatt,64.0,140000.0,1.0,1
Bab Bhar,75.0,180000.0,2.0,1
Bab Bhar,130.0,240000.0,3.0,2
Ain Zaghouan,147.0,447000.0,3.0,2
Ariana Ville,79.0,220000.0,2.0,1
Ain Zaghouan,60.0,230000.0,1.0,1
El Mourouj,65.0,130000.0,1.0,1
Oued Ellil,100.0,165108.0,3.0,2
La Soukra,108.0,160000.0,3.0,2
Ain Zaghouan,198.0,580000.0,4.0,3
La Marsa,134.0,280000.0,3.0,2
Ariana Ville,150.0,530000.0,3.0,3
Ain Zaghouan,133.0,287000.0,3.0,2
Mnihla,83.0,215000.0,2.0,1
Bab Bhar,20.0,50000.0,1.0,1
La Soukra,166.0,590000.0,3.0,3
Hammam Chatt,91.0,200000.0,2.0,1
La Marsa,62.0,180000.0,1.0,1
La Soukra,185.0,200000.0,1.0,1
Ain Zaghouan,125.0,270000.0,3.0,2
Ain Zaghouan,127.0,475000.0,3.0,2
Ariana Ville,58.0,170000.0,1.0,1
Bou Mhel El Bassatine,120.0,150000.0,3.0,2
La Soukra,127.0,377000.0,2.0,2
Ariana Ville,136.0,360000.0,3.0,2
La Soukra,65.0,100000.0,1.0,1
La Marsa,150.0,460000.0,2.0,2
Ain Zaghouan,160.0,700000.0,2.0,2
La Marsa,57.0,170000.0,1.0,1
La Medina,100.0,120000.0,3.0,2
Ain Zaghouan,160.0,832000.0,3.0,3
La Soukra,150.0,240000.0,2.0,2
Ain Zaghouan,162.0,825000.0,3.0,3
Bab Souika,50.0,110000.0,1.0,1
Ain Zaghouan,185.0,880000.0,4.0,3
Ain Zaghouan,125.0,275000.0,2.0,2
Bab Bhar,150.0,130000.0,3.0,3
Hammam Chatt,119.0,160000.0,2.0,2
Oued Ellil,82.0,134048.0,2.0,1
El Omrane Superieur,100.0,180000.0,3.0,2
La Marsa,113.0,263000.0,2.0,2
Ariana Ville,160.0,500000.0,3.0,3
Ariana Ville,150.0,530000.0,3.0,3
Raoued,90.0,195000.0,2.0,1
Bab Souika,85.0,125000.0,2.0,1
El Menzah,95.0,245000.0,2.0,1
El Menzah,150.0,320000.0,3.0,3
Sidi Hassine,70.0,70000.0,2.0,1
El Mourouj,73.0,120000.0,2.0,1
Fouchana,93.0,115000.0,2.0,1
Ariana Ville,100.0,200000.0,3.0,2
Ain Zaghouan,160.0,460000.0,3.0,3
Ariana Ville,113.0,310000.0,3.0,2
Nouvelle Medina,120.0,250000.0,3.0,2
Bab Bhar,85.0,250000.0,2.0,1
Ariana Ville,100.0,190000.0,3.0,2
La Goulette,90.0,325000.0,2.0,1
Ariana Ville,100.0,225000.0,3.0,2
Ain Zaghouan,132.0,403000.0,3.0,2
Mannouba,162.0,280000.0,3.0,3
Ain Zaghouan,139.0,453000.0,3.0,2
Fouchana,136.0,110000.0,3.0,2
Mnihla,120.0,330000.0,2.0,2
La Soukra,58.0,102000.0,1.0,1
La Marsa,71.0,185000.0,2.0,1
La Marsa,125.0,350000.0,2.0,2
La Marsa,146.0,300000.0,3.0,2
Ain Zaghouan,135.0,540000.0,3.0,2
Ariana Ville,170.0,320000.0,4.0,3
La Soukra,144.0,425000.0,3.0,2
Ariana Ville,116.0,345000.0,3.0,2
El Ouerdia,90.0,120000.0,2.0,1
La Marsa,90.0,250000.0,2.0,1
Hammam Chatt,137.0,235000.0,3.0,2
Bab Bhar,25.0,100000.0,1.0,1
El Menzah,70.0,230000.0,2.0,1
La Marsa,163.0,520000.0,3.0,3
La Goulette,55.0,250000.0,1.0,1
Fouchana,80.0,150000.0,2.0,1
Mnihla,125.0,185000.0,3.0,2
El Mourouj,100.0,155000.0,3.0,2
La Soukra,114.0,250000.0,3.0,2
Ain Zaghouan,173.0,720000.0,4.0,3
Bab Bhar,80.0,118000.0,2.0,1
El Menzah,107.0,240000.0,3.0,2
La Marsa,70.0,165000.0,2.0,1
Ariana Ville,150.0,360000.0,3.0,3
Ariana Ville,180.0,350000.0,4.0,3
Bab Bhar,115.0,190000.0,3.0,2
Ariana Ville,80.0,100000.0,2.0,1
Bab Bhar,65.0,95000.0,1.0,1
Ben Arous,85.0,96000.0,2.0,1
El Mourouj,60.0,83000.0,1.0,1
El Kabbaria,98.0,120000.0,2.0,1
Mnihla,140.0,385000.0,3.0,2
Mannouba,123.0,235000.0,3.0,2
La Soukra,152.0,530000.0,3.0,3
La Soukra,152.0,380000.0,3.0,3
Bou Mhel El Bassatine,51.0,148000.0,1.0,1
El Kram,145.0,220000.0,3.0,2
Rades,125.0,230000.0,3.0,2
Rades,100.0,165000.0,3.0,2
Rades,75.0,160000.0,2.0,1
Ariana Ville,160.0,500000.0,3.0,3
Ariana Ville,110.0,295000.0,2.0,2
La Marsa,115.0,250000.0,2.0,2
Ain Zaghouan,92.0,240000.0,2.0,1
Bab Bhar,150.0,270000.0,3.0,3
La Marsa,180.0,520000.0,3.0,3
La Marsa,90.0,490000.0,2.0,1
La Marsa,60.0,145000.0,1.0,1
La Soukra,100.0,420000.0,3.0,2
La Marsa,99.0,240000.0,2.0,1
El Mourouj,80.0,150000.0,2.0,1
Bou Mhel El Bassatine,100.0,240000.0,2.0,1
Ain Zaghouan,166.0,615000.0,3.0,3
Sidi El Bechir,75.0,115000.0,2.0,1
Ain Zaghouan,127.0,260000.0,3.0,2
El Menzah,46.0,135000.0,1.0,1
La Marsa,180.0,650000.0,3.0,3
El Mourouj,105.0,160000.0,3.0,2
Ariana Ville,196.0,610000.0,4.0,3
Bab Bhar,97.0,190000.0,2.0,1
Bab Bhar,69.0,120000.0,1.0,1
El Kabbaria,85.0,115000.0,2.0,1
La Marsa,95.0,220000.0,2.0,1
La Marsa,149.0,420000.0,3.0,2
La Soukra,69.0,213000.0,1.0,1
La Soukra,160.0,620000.0,3.0,3
Ariana Ville,46.0,190000.0,1.0,1
La Soukra,189.0,660000.0,3.0,3
Bab Bhar,110.0,170000.0,3.0,2
El Menzah,106.0,240000.0,3.0,2
Rades,80.0,155000.0,2.0,1
Ariana Ville,129.0,420000.0,3.0,2
Bab Bhar,60.0,170000.0,1.0,1
La Marsa,110.0,330000.0,3.0,2
La Marsa,58.0,170000.0,1.0,1
La Soukra,121.0,270000.0,3.0,2
Bab Bhar,68.0,170000.0,1.0,1
La Soukra,154.0,350000.0,3.0,3
El Menzah,109.0,240000.0,3.0,2
Nouvelle Medina,100.0,185000.0,3.0,2
El Mourouj,80.0,110000.0,2.0,1
El Menzah,100.0,250000.0,3.0,2
Mnihla,65.0,180000.0,1.0,1
La Soukra,120.0,350000.0,2.0,2
La Marsa,60.0,178000.0,1.0,1
El Mourouj,110.0,218000.0,3.0,2
La Soukra,116.0,320000.0,3.0,2
Bab Bhar,42.0,70000.0,1.0,1
El Menzah,170.0,450000.0,4.0,3
El Mourouj,113.0,220000.0,2.0,2
El Mourouj,75.0,145000.0,2.0,1
El Omrane Superieur,75.0,100000.0,2.0,1
